次の条件付き命題の前件部を特定せよ。ただし、知事がそれを承認し、理事会がそれを推奨する場合、大学は授業料を値上げする。,大学が授業料を値上げする。,知事がそれを承認する。,理事会がそれを推奨する。,知事がそれを承認し、理事会がそれを推奨する。,D
次の条件命題の前件部を特定せよ。ただし、そのレストランにはエンドウ豆がないので、代わりにトウモロコシとジャガイモを出す。,そのレストランにはエンドウ豆がある。,そのレストランにはエンドウ豆がない。,そのレストランではトウモロコシを出す。,そのレストランではジャガイモを出す。,B
述語論理への最適な変換を選択せよ。すべてのゼリービーンズはすべての果物より甘い。(Fx: xは果物、Jx: xはゼリービーンズ、Sxy: xはyより甘い),(∀x)[Fx ⊃ (∀y)(Jy ⊃ Sxy)],(∀x)(∀y)[(Fx • Jy) • Sxy],(∀x)(∀y)[Sxy ⊃ (Fy • Jx)],(∀x)[Jx ⊃ (∀y)(Fy ⊃ Sxy)],D
次の議論の結論を明らかにせよ。世界は私のイデアであるということは、すべての生物にとって有効な真理であるが、それを熟考できるのは人間だけである。そうすることで、人間は哲学的な知恵を得る。知識のために存在するものはすべて、したがってこの世界は、知覚者の知覚という主体との関係においてのみ客体であるということほど、絶対的に確かな真理はない。世界はイデアである。(アーサー・ショーペンハウアー『意志とイデアとしての世界』）,世界はイデアである。,世界は私のイデアであるということは、すべての生物にとって妥当な真理であるが、それを熟考できるのは人間だけである。,そうすることによって、彼は哲学的な知恵を得る。,知識のために存在するすべてのものほど絶対的に確実な真実はなく、したがって、この世界は、主体、知覚者の知覚に関して唯一の対象である。,A
述語論理への最適な変換を選択せよ。レオはキャシーより背が高い。(c: キャシー、l: レオ、Txy: xはyより背が高い),Tlc,Tcl,lTc,cTl,A
"次の命題の組について完全な真理値表を作成せよ。次に、真理値表を使用して、ステートメントが論理的に等価であるか矛盾しているかを判断せよ。どちらでもない場合は、それらが一貫しているか一貫性がないかを判断せよ。回答を正当化せよ。
C ⊃ (D ∨ C)およびC · ~D",論理的に等価,矛盾,論理的に等価でも矛盾でもないが、一貫性がある,一貫性がない,C
"次の命題の組について、完全な真理値表を作成せよ。次に、真理値表を使って、その文が論理的に等価か矛盾かを判断せよ。どちらにも当てはまらない場合、それらが一貫しているか矛盾しているかを判断せよ。答えを正当化せよ。
~O ⊃ P およびO ∨ P",論理的に等価,矛盾,論理的に等価でも矛盾でもないが、一貫性がある,一貫性がない,A
"間接真理値表を使って、以下の引数が有効かどうかを判断せよ。引数が無効な場合は、反例を示す選択肢を選べ。（他にも反例がある可能性がある。）
(T · ~U) ⊃ ~W
~W ⊃ X
~Z ⊃ W
~(X · Z) / T ⊃ U",有効,無効。 T、X、Zが真でUとWが偽の場合の反例,無効。TとXが真でUとWとZが偽の場合の反例,無効。T、W、Zが真でUとXが偽の場合の反例,A
述語論理への最適な変換を選択せよ。マリアが問題か少女である場合に限り、セシリアは私の心を傷つける。,Bc ≡ (Pm ∨ Gm),Bc ≡ (Pm • Gm),Bc ⊃ (Pm ∨ Gm),Cb ⊃ (Pm • Gm),A
述語論理への最適な変換を選択せよ。デリラがニューヨーク市にいる場合、フアナはボゴタに、レイラはサンファンにいる。,Nd ⊃ (Bj • Sl),Dn ≡ (Bx • Ly),Nd ≡ (Bj • Sl),Nd ⊃ (Bj ∨ Sl),D
"次のキーを使用して、与えられたPLの式を自然な英語の文に翻訳せよ。
A:マリーナはパーシー・ジャクソンの本を読む。
B:イジーはマインクラフトをする。
C:エミリーは仕事をやめる。
D:ラッセルは夕食を作る。
E:アシュリーが立ち寄る。
~(A ⊃ B) • (B ⊃ ~E)",マリーナがパーシー・ジャクソンの本を読んでいるからといって、イジーがマインクラフトをプレイしているわけではないが、イジーがマインクラフトをプレイしていることは、アシュレーが立ち寄らないことを意味する。,マリーナがパーシー・ジャクソンの本を読まなければ、イジーはマインクラフトをプレイすることになり、それはアシュリーが立ち寄らないことを意味する。,マリーナがパーシー・ジャクソンの本を読んでいるからといって、イジーがマインクラフトをプレイしているわけではないが、アシュレーが立ち寄らなければ、イジーはマインクラフトをプレイしている。,イジーがマインクラフトをプレイしているときだけマリーナがパーシー・ジャクソンの本を読むのは事実ではないが、イジーがマインクラフトをプレイするのはアシュリーが立ち寄るときだけだ。,A
"間接真理値表を使用して、次の引数が有効かどうかを判断せよ。引数が無効な場合は、反例を示すオプションを選択せよ。(他の反例もある場合がある。)
(A ∨ B) ⊃ C
C ⊃ ~D / D ⊃ A",有効,無効。B、C、およびDが真でAが偽の場合の反例,無効。BとDが真で、AとCが偽の場合の反例,無効。A、B、およびCが偽で、Dが真の場合の反例,D
"述語論理で指定された引数の最適な英語解釈を選択せよ。
Dh ⊃ ~Pt
(∀x)Px ∨ (∀x)Mx
~Mb / ~Dh",私の頭痛が二元論的状態であるならば、あなたのくすぐったさは身体的状態である。すべてが肉体的であるか、すべてが精神的であるかのどちらかである。しかし、私の足の指の骨折は精神状態ではない。だから私の頭痛は二元論的状態ではない。,もし私の頭痛が二元論的な状態なら、あなたのくすぐったさは肉体的な状態ではない。すべてが肉体的であるか、すべてが精神的であるかのどちらかである。しかし、私の足の指の骨折は精神状態ではない。だから私の頭痛は二元論的状態ではない。,もし私の頭痛が二元論的な状態なら、あなたのくすぐったさは肉体的な状態ではない。すべてが肉体的であるならば、すべてが精神的である。しかし、私の足の指の骨折は精神状態ではない。だから私の頭痛は二元論的状態ではない。,もし私の頭痛が二元論的な状態なら、あなたのくすぐったさは肉体的な状態ではない。すべては肉体的か精神的かのどちらかである。しかし、私の足の指の骨折は精神状態ではない。だから私の頭痛は二元論的状態ではない。,B
"次の命題のうち、与えられた前提のPLにおける直接の（一段階の）結果はどれか?
A ⊃ (B • C)
~(B • C)
A ∨ (D ∨ B) ",A,~A,B,~B,B
"次の命題のうち、与えられた前提のPLにおける直接（一段階）の結果はどれか?
(N ⊃ ~O) ⊃ (O ∨ Q)
P ⊃ (N ⊃ ~O)
N ⊃ P",P,N ⊃ ~O,O ∨ Q,~P,A
述語論理への最適な変換を選択せよ。地球は木星より大きくない。(e: 地球、j: 木星、Bxy: xはyより大きい),~Bje,Bej,Bje~,~Bej,D
次の条件命題の前件部を識別せよ。ハチが初戦に勝つためには、ツチブタまたはシマリスが初戦に勝たないことが必要である。,ツチブタは初戦に勝てない。,ハチは初戦に勝つ。,シマリスは初戦に勝てない。,ツチブタとシマリスのどちらかが初戦に勝てない。,D
以下の条件命題の前件部を識別せよ。ただし、ツチブタとシマリスのどちらかが初戦に勝てない場合にのみ、ハチが初戦に勝つ。,ツチブタは初戦に勝てない。,ビーズは初戦に勝つ。,シマリスは初戦に勝てない。,ツチノコもシマリスも初戦に勝てない。,B
述語論理への最適な変換を選択せよ。怪我をしないスポーツ選手もいる。,~Ia,(∃x)(Ax • ~Ix),~Ai,(∃x)(Ix ∨ ~Ax),B
"次の命題の組について、完全な真理値表を作成せよ。次に、真理値表を使って、その文が論理的に等価か矛盾かを判断せよ。どちらにも当てはまらない場合、それらが一貫しているか矛盾しているかを判断せよ。答えを正当化せよ。
I ≡ ~H と ~(~I ≡ H)",論理的に等価,矛盾,論理的に等価でも矛盾でもないが、一貫性がある,一貫性がない,B
"間接真理値表を使って、各命題のセットが一貫しているかどうかを判断する。そのセットが一貫している場合は、一貫した評価を持つ選択肢を選べ。（他にも一貫した評価がある可能性もある。）
(T ⊃ U) ⊃ (W ⊃ U)
T ⊃ ~(U ⊃ X)
(T ⊃ ~X) ⊃ W",一貫性がない,一貫性。U、W、Xが真で、Tが偽の場合の一貫した評価,一貫性。 WとXが真でTとUが偽の場合の一貫した評価,一貫性。 TとUが真でWとXが偽の場合の一貫した評価,B
述語論理への最適な変換を選択せよ。ジャネットがブラッドと婚約している場合に限り、キャロラインは優しい。,Cs ⊃ Ej,Sc ≡ Ej,sC ≡ eJ,Sx ≡ Jy,B
"与えられたPLの式のうち、次の文の記号化として最も適切なものはどれか?
イギリスが牛肉を輸入することは、フランスが農業に補助金を出すための十分条件であるか、あるいは、南アフリカがダイヤモンドを供給するときに限り、中国は人権を推進しない。",(E ⊃ F) ∨ (~C ⊃ S),(F ⊃ E) ∨ (S ⊃ ~C,(E ⊃ F) ∨ ~(S ≡ C),(E ⊃ F) ∨ (~C ≡ S),D
"次のキーを使用して、与えられたPLの式を自然な英語の文に変換せよ。
A:マリーナはパーシー・ジャクソンの本を読む。
B:イジーはマインクラフトをする。
C:エミリーは仕事をやめる。
D:ラッセルは夕食を作る。
E:アシュリーは立ち寄る。
(~A ∨ ~B) ⊃ C",マリーナがパーシー・ジャクソンの本を読まず、イジーがマインクラフトをプレイしなければ、エミリーは仕事をやめる。,マリーナがパーシー・ジャクソンの本を読み、イジーがマインクラフトをプレイししているのが事実でない場合、エミリーは仕事をやめる。,マリーナがパーシー・ジャクソンの本を読んでいないか、イジーがマインクラフトをプレイしていないかのどちらかで、エミリーは仕事をやめることになる。,エミリーが仕事をやめることは、マリーナがパーシー・ジャクソンの本を読まないか、イジーがマインクラフトをプレイしないための十分な条件である。,C
次の議論の結論を特定せよ。述語変数を使用するものがある。これらの変数の値は属性である。述語は、参照する属性があるかどうかにかかわらず、すべての文で必要とされる。ダミー述語「F」は、一般的に説明のために必要とされる。属性を定量化して参照する場合、認識可能な変数と特徴的な名前を目的に使用し、これらを述語と混同しないようにすることで、明確さが提供される。(クワイン、論理哲学),述語変数を使用するものもある。これらの変数の値は属性である。,述語は、参照する属性があるかどうかに関係なく、すべての文で必要とされる。,ダミー述語「F」は、一般に説明のために必要である。,属性を定量化して参照する場合は、認識可能な変数と特徴的な名前を目的に使用し、これらを述部と混同しないようにすることで、明確さが提供される。,D
"次のキーを使って、与えられたPLの公式を自然な英文に翻訳せよ。
A: マリナはパーシー・ジャクソンの本を読む。
B: イジーはマインクラフトをする。
C: エミリーは仕事をやめる。
D: ラッセルは夕食を作る。
E: アシュリーが立ち寄る。
~C ∨ D",エミリーが仕事をやめなければ、ラッセルは夕食を作る。,ラッセルが夕食を作らない限り、エミリーは仕事をやめる。,ラッセルが夕食を作らない限り、エミリーは仕事をやめる。,ラッセルが夕食を作らない限り、エミリーは仕事を止めない。,D
述語論理への最適な変換を選択せよ。アブドゥルとクレオパトラはエジプト人である。,Ea • Ec,Ea • c,Ae ∨ Ce,Ex • Ey,A
述語論理への最適な変換を選択せよ。シーナはパンクロッカーである。,Sx,xS,sP,Ps,D
述語論理への最適な変換を選択せよ。ケビンはウィルマにホセを紹介された。(j: ホセ、k: ケビン、w: ウィルマ、Ixyz: xがyをzに紹介する),Iwjk,Ijkw,Ikjw,Iwkj,D
述語論理への最適な変換を選択せよ。アイリーンがバイオリンを弾くなら、シェリーは歌う。,Fe ∨ Ss,eF ⊃ Ss,Fe ∨ Es,Fe ⊃ Ss,D
"次の引数について完全な真理値表を作成せよ。次に、真理値表を用いて、その引数が有効か無効かを判断せよ。引数が無効な場合は、反例を示す選択肢を選べ。（他にも反例がある可能性もある。）
~C ⊃ D
D ⊃ C / C",有効,無効。CとDが真のときの反例,無効。Cが真でDが偽の場合の反例,無効。Dが真でCが偽の場合の反例,A
述語論理への最適な変換を選択せよ。アオサギの中には、渡りをするものもいる。,(∀x)[(Hx • Bx) • Mx],(∃x)[(Hx • Bx) ⊃ Mx],(∀x)[(Hx • Bx) ⊃ Mx],(∃x)[(Hx • Bx) • Mx],D
"述語論理で与えられた引数の最適な英語解釈を選択せよ。
(∃x)(Cx • Ox)
(∀x)[(~Cx ⊃ ~Bx) ⊃ ~Og] / ~Og",クッキーにはオートミールが入っているものもある。クッキーではないものが、チョコレートチップが入っていないことを意味するなら、このクッキーにはオートミールが入っていない。だから、このクッキーにはオートミールが入っていない。,クッキーにはオートミールが入っているものもある。クッキーではなく、チョコレートチップが入っていないものは、オートミールが入っていない。だから、このクッキーにはオートミールが入っていない。,クッキーにはオートミールが入っているものもある。オートミールが入っていないものは、クッキーではなく、チョコレートチップも入っていない。だから、このクッキーにはオートミールが入っていない。,クッキーにはオートミールが入っているものもある。チョコレートチップが入っていないものがクッキーでないことを意味する場合、それはオートミールが入っていない。だから、このクッキーにはオートミールが入っていない。,A
次の議論の結論を明らかにせよ。心理学はすべて道徳的な偏見と恐怖にとらわれてきた。だれもそれを権力への意志ーの発展として理解するには至っていない。しかし、憎しみ、嫉妬、貪欲、支配欲の影響を生活の条件とみなし、さらには一般的な生活経済に不可欠な要素とみなすようになれば、人は船酔いし始めるだろう。この時点で、人は自分自身を失い始め、道徳に向かって航海するようになる。こうして、心理学は再び根本的な問題への道となる。(フリードリヒ・ニーチェ、善と悪を超えて),心理学はすべて、道徳的な偏見や恐怖にとらわれている。,誰もそれを権力への意志の発展として理解するには至っていない。,人が、憎しみ、嫉妬、貪欲、支配欲の影響を生活の条件とみなし、さらに、生活の一般的な経済に不可欠な要素とみなし始めると、船酔いし始めるだろう。,心理学は再び根本的な問題への道となる。,D
"間接真理値表を使って、各命題のセットが一貫しているかどうかを判断せよ。そのセットが一貫している場合、一貫した評価を持つ選択肢を選べ。（他にも一貫した評価がある可能性もある。）
~N ≡ (O · P)
~O ⊃ Q
N · ~Q",一貫性がない,一貫性。N、O、Pが真でQが偽の場合の一貫した評価,一貫性。N と O が真で、P と Q が偽の場合の一貫した評価,一貫性。NとPが真でOとQが偽の場合の一貫した評価,C
"次の文の記号化として最も適切なPL公式はどれか?
ある人が今年中に生まれたか亡くなったかし、その人が生きている間ずっとあなたの家がその人の家であった場合、その人は今年中ずっとあなたと一緒に住んでいたとみなされる。",[(B ∨ D) • H] ⊃ L,[L ⊃ (B ∨ D)] • H,L ⊃ [(B ∨ D) • H],(B ∨ D • H) ⊃ L,A
"次の引数について完全な真理値表を作成せよ。次に、真理値表を用いて、その引数が有効か無効かを判断せよ。引数が無効な場合は、反例を示す選択肢を選べ。（他にも反例がある可能性もある。）
(O ≡ P) ∨ P / P ∨ ~O",有効,無効。OとPが真のときの反例,無効。Oが真でPが偽の場合の反例,無効。Pが真でOが偽の場合の反例,A
述語論理への最適な変換を選択せよ。リロイが悪いのは、DJキャレドが彼の名前を叫んだ場合だけである。,Sk ≡ Bl,Bl ≡ Sk,Bx ⊃ Sy,Bl ⊃ Sk,D
"次の文の記号化として最も適切なPL公式はどれか?
ジョージとハリーのどちらかが入学する場合、アイラは入学しない。",(G ⊃ H) ∨ I,(G ∨ H) ⊃ I,(G ⊃ H) ∨ ~I,(G ∨ H) ⊃ ~I,D
述語論理への最適な変換を選択せよ。ジャクソンさんは私に砂糖を貸してくれたが、ジャネットもラトーヤも貸してくれなかった。,Lm ∨ ~(Jl ∨ Ll),Lm • ~(Lj • Ll),Lm • ~(Lj ∨ Ll),Lm ∨ ~(Lj • Ll),C
述語論理への最適な変換を選択せよ。動物の中には残酷な人々に無視されるものもいる。(Ax: xは動物、Cx: xは残酷、Px: xは人、Nxy: xはyを無視する),(∃x)[(Ax • Cx) • (∃y)(Py • Nyx)],(∃x)[(Cx • Px) • (∃y)(Ay • Nxy)],(∃x)[(Ax • Px) • (∃y)(Cy • Nxy)],(∃x)(∃y){[(Ax • Cy) • Py] • Nxy)]},B
"間接真理値表を使用して、各命題のセットが一貫しているかどうかを判断せよ。セットが一貫している場合は、一貫した評価を持つオプションを選択せよ。(他に一貫した評価がある可能性もある。)
(E ⊃ F) ⊃ G
(~E ∨ F) ≡ (H ∨ I)
I ⊃ (J ⊃ ~H)
~G ⊃ ~J",一貫性がない,一貫性。Eが真で、F、G、H、I、およびJが偽の場合の一貫した評価,一貫性。EとHが真で、F、G、I、Jが偽の場合の一貫した評価,一貫性。EとIが真で、F、G、H、Jが偽の場合の一貫した評価,B
述語論理への最適な変換を選択せよ。学生の中にはよく働く生徒もいる。,(∃x)(Wx ∨ Sx),(∃x)(Sx ∨ Wx),(∃x)(Sx • Wx),(∃x)(Sx ⊃ Wx),C
"与えられたPL公式のうち、次の文の記号化として最も適切なものはどれか?
イギリスが牛肉を輸入することは、フランスが農業に補助金を出すための必要条件ではないし、南アフリカがダイヤモンドを供給すれば中国は人権を促進する。",(~F ⊃ E) ∨ (C ≡ ~S),(~E ⊃ F) ∨ (C ⊃ S),(~F ⊃ E) ∨ (C ≡ S),~(F ⊃ E) ∨ (S ⊃ C),D
"次の引数の完全な真理値表を作成せよ。次に、真理値表を使用して、引数が有効かどうかを判断せよ。引数が無効な場合は、反例を示すオプションを選択せよ(他の反例もある可能性がある)。
~A·~B
(A∨C)∨B/C",有効,無効。AとBが真でCが偽の場合の反例,無効。Aが真で、BとCが偽の場合の反例,無効。Bが真で、AとCが偽の場合の反例,A
述語論理への最適な変換を選択せよ。すべての鳥はあるどこかの巣に住んでいる。(Bx: xは鳥、Nx: xは巣、Lxy: xはyに住んでいる),(∀x)(∀y)[(Bx • Ny) ⊃ Lxy],(∀x)[Bx ⊃ (∃y)(Ny • Lxy)],(∀x)[(∃y)(Ny • Bx) ⊃ Lxy],(∀x)(∃y)[(Bx • Ny) ⊃ Lxy],B
